	HCT_WT2	SW837D	R1-1	HCT_WT3	SW837	HCT116	HCT_WT1	SW620	R1-2	R1-3
ENSG00000213607	0	0	0	0	0	0	0	0	0	0
ENSG00000255297	0	0	0	0	0	0	0	0	0	0
ENSG00000254674	0	0	0	0	0	0	0	0	0	0
ENSG00000255053	0	0	0	0	0	0	0	0	0	0
ENSG00000255551	0	0	0	0	0	0	0	0	0	0
ENSG00000254728	0	0	0	0	0	0	0	0	0	0
ENSG00000254920	0	0	0	0	0	0	0	0	0	0
ENSG00000255527	0	0	0	0	0	0	0	0	0	0
ENSG00000249910	0	0	0	0	0	0	0	0	0	0
ENSG00000254517	0	0	0	0	0	0	0	0	0	0
ENSG00000220948	0	0	0	0	0	0	0	0	0	0
ENSG00000254764	0	0	0	0	0	0	0	0	0	0
ENSG00000205044	0	0	0	0	0	0	0	0	0	0
ENSG00000182053	0	0	0	0	0	0	0	0	0	0
ENSG00000214891	0	0	0	0	0	0	0	0	0	0
ENSG00000276637	0	0	0	0	0	0	0	0	0	0
ENSG00000254801	0	0	0	0	0	0	0	0	0	0
ENSG00000229361	0	0	0	0	0	0	0	0	0	0
ENSG00000255452	0	0	0	0	0	0	0	0	0	0
ENSG00000254412	0	0	0	0	0	0	0	0	0	0
ENSG00000255338	0	0	0	0	0	0	0	0	0	0
ENSG00000254993	0	0	0	0	0	0	0	0	0	0
ENSG00000254567	0	0	0	0	0	0	0	0	0	0
ENSG00000086205	0	0	0	0	1	0	0	0	0	0
ENSG00000255532	0	0	0	0	0	0	0	0	0	0
ENSG00000123447	0	0	0	0	0	0	0	0	0	0
ENSG00000254496	0	0	0	0	0	0	0	0	0	0
ENSG00000226268	8	1	1	4	0	6	5	3	1	5
ENSG00000205035	0	0	0	0	1	0	0	1	0	0
ENSG00000254487	0	0	0	0	0	0	0	0	0	0
ENSG00000255268	0	0	0	0	0	0	0	0	0	0
ENSG00000219061	0	0	0	0	0	0	0	0	0	0
ENSG00000265973	0	0	0	0	0	0	0	0	0	0
ENSG00000254714	0	0	0	0	0	0	0	0	0	0
ENSG00000255550	0	0	0	0	0	0	0	0	0	0
ENSG00000255214	0	0	0	0	0	0	0	0	0	0
ENSG00000255190	0	0	0	0	0	0	0	0	0	0
ENSG00000254800	0	0	0	0	0	0	0	0	0	0
ENSG00000255111	0	0	0	0	0	0	0	0	0	0
ENSG00000254408	0	0	0	0	0	0	0	0	0	0
ENSG00000254472	0	0	0	0	0	0	0	0	0	0
ENSG00000254637	0	0	0	0	0	0	0	0	0	0
ENSG00000254940	0	0	0	0	0	0	0	0	0	0
ENSG00000254624	0	0	0	0	0	0	0	0	0	0
ENSG00000258817	0	0	0	0	0	0	0	0	0	0
ENSG00000221954	0	0	0	0	0	0	0	0	0	0
ENSG00000283605	0	0	0	0	0	0	0	0	0	0
ENSG00000260811	0	0	0	1	0	0	0	0	0	0
ENSG00000260595	0	0	0	0	0	0	0	0	0	0
ENSG00000255199	0	0	0	0	0	0	0	0	0	0
ENSG00000255442	0	0	0	0	0	0	0	0	0	0
ENSG00000236919	0	0	0	0	0	0	0	0	0	0
ENSG00000255500	1	0	0	2	0	0	0	0	0	1
ENSG00000255042	4	0	0	0	1	0	4	0	0	0
ENSG00000255001	0	0	0	0	0	0	0	0	0	0
ENSG00000254518	0	0	0	0	0	0	0	0	0	0
ENSG00000254840	0	0	0	0	0	0	0	0	0	0
ENSG00000214883	0	0	0	0	0	0	0	0	0	0
ENSG00000237610	0	0	0	0	0	0	0	0	0	0
ENSG00000185926	0	0	0	0	0	0	0	0	0	0
ENSG00000255312	0	0	0	0	0	0	0	0	0	0
ENSG00000255560	0	0	0	0	0	0	0	0	0	0
ENSG00000254769	0	0	0	0	0	0	0	0	0	0
ENSG00000254464	0	0	0	0	0	0	0	0	0	0
ENSG00000227547	0	0	0	0	0	0	0	0	0	0
ENSG00000225997	0	0	0	0	1	0	0	0	0	0
ENSG00000255349	0	0	0	0	0	0	0	0	0	0
ENSG00000221840	0	0	0	0	0	0	0	0	0	0
ENSG00000255078	0	0	0	0	0	0	0	0	0	0
ENSG00000150244	0	0	0	0	0	0	0	0	0	0
ENSG00000255543	0	0	0	0	0	0	0	0	0	0
ENSG00000255283	0	0	0	0	0	0	0	0	0	0
ENSG00000255110	0	0	0	0	0	0	0	0	0	0
ENSG00000254696	0	0	0	0	0	0	0	0	0	0
ENSG00000166007	0	0	0	0	0	0	0	0	0	0
ENSG00000254828	0	0	0	0	0	0	0	0	0	0
ENSG00000254663	0	0	0	0	1	0	0	0	0	0
ENSG00000254723	0	0	0	0	0	0	0	0	0	0
ENSG00000181961	0	0	0	0	0	0	0	0	0	0
ENSG00000181958	0	0	0	0	0	0	0	0	0	0
ENSG00000254891	0	0	0	0	0	0	0	0	0	0
ENSG00000255077	0	0	0	0	0	0	0	0	0	0
ENSG00000255493	0	0	0	0	0	0	0	0	0	0
ENSG00000254886	0	0	0	0	0	0	0	0	0	0
ENSG00000255196	0	0	0	0	0	0	0	0	0	0
ENSG00000181950	0	0	0	0	1	0	0	0	0	0
ENSG00000255294	0	0	0	0	0	0	0	0	0	0
ENSG00000254962	0	0	0	0	0	0	0	0	0	0
ENSG00000181943	0	0	0	0	0	0	0	0	0	0
ENSG00000254576	0	0	0	0	0	0	0	0	0	0
ENSG00000233301	0	0	0	0	0	0	0	0	0	0
ENSG00000181939	0	0	0	0	0	0	0	0	0	0
ENSG00000279514	0	0	0	0	0	0	0	0	0	0
ENSG00000172188	0	0	0	0	0	0	0	0	0	0
ENSG00000181927	0	0	0	0	0	0	0	0	0	0
ENSG00000174982	0	0	0	0	0	0	0	0	0	0
ENSG00000181903	0	0	0	0	0	0	0	0	0	0
ENSG00000254841	0	0	0	0	0	0	0	0	0	0
ENSG00000188439	0	0	0	0	0	0	0	0	0	0
ENSG00000254804	0	0	0	0	0	0	0	0	0	0
ENSG00000254457	0	0	0	0	0	0	0	0	0	0
ENSG00000186886	0	0	0	0	0	0	0	0	0	0
ENSG00000181837	0	0	0	0	0	0	0	0	0	0
ENSG00000279761	0	0	0	0	0	0	0	0	0	0
ENSG00000255019	0	0	0	0	0	0	0	0	0	0
ENSG00000186113	0	0	0	0	0	0	0	0	0	0
ENSG00000279395	0	0	0	0	0	0	0	0	0	0
ENSG00000186119	0	0	0	0	0	0	0	0	0	0
ENSG00000205030	0	0	0	0	0	0	0	0	0	0
ENSG00000205029	0	0	0	0	0	0	0	0	0	0
ENSG00000186124	0	0	0	0	0	0	0	0	0	0
ENSG00000255204	0	0	0	0	0	0	0	0	0	0
ENSG00000255499	0	0	0	0	0	0	0	0	0	0
ENSG00000254547	0	0	0	0	0	0	0	0	0	0
ENSG00000124900	0	0	0	1	0	0	0	0	0	0
ENSG00000227806	0	0	0	0	0	0	0	0	0	0
ENSG00000187612	0	0	0	0	0	0	0	0	0	0
ENSG00000167825	0	0	0	0	0	0	0	0	0	0
ENSG00000255416	0	0	0	0	0	0	0	0	0	0
ENSG00000254807	0	0	0	0	0	0	0	0	0	0
ENSG00000174970	0	0	0	0	0	0	0	0	0	0
ENSG00000214880	0	0	0	0	0	0	0	0	0	0
ENSG00000149133	0	0	0	0	0	0	0	0	0	0
ENSG00000182365	0	0	0	0	0	0	0	0	0	0
ENSG00000181785	0	0	0	0	0	0	0	0	0	0
ENSG00000184741	0	0	0	0	0	0	0	0	0	0
ENSG00000181780	0	0	0	0	0	0	0	0	0	0
ENSG00000225538	0	0	0	0	0	0	0	0	0	0
ENSG00000172154	0	0	0	0	0	0	0	0	0	0
ENSG00000254524	0	0	0	0	0	0	0	0	0	0
ENSG00000181767	0	0	0	0	0	0	0	0	0	0
ENSG00000255140	0	0	0	0	0	0	0	0	0	0
ENSG00000181761	0	0	0	0	0	0	0	0	0	0
ENSG00000254848	0	0	0	0	0	0	0	0	0	0
ENSG00000167822	0	0	0	0	0	0	0	0	0	0
ENSG00000254947	0	0	0	0	0	0	0	0	0	0
ENSG00000181752	0	0	0	0	0	0	0	0	0	0
ENSG00000255217	0	0	0	0	0	0	0	0	0	0
ENSG00000174957	0	0	0	0	0	0	0	0	0	0
ENSG00000230213	0	0	0	0	0	0	0	0	0	0
ENSG00000213604	0	0	0	0	0	0	0	0	0	0
ENSG00000254658	0	0	0	0	0	0	0	0	0	0
ENSG00000181718	0	0	0	0	0	0	0	0	0	0
ENSG00000172489	0	0	0	0	0	0	0	0	0	0
ENSG00000181698	0	0	0	0	0	0	0	0	0	0
ENSG00000181693	0	0	0	0	0	0	0	0	0	0
ENSG00000255461	0	0	0	0	0	0	0	0	0	0
ENSG00000280314	0	0	0	0	0	0	0	0	0	0
ENSG00000254722	0	0	0	0	0	0	0	0	0	0
ENSG00000255134	0	0	0	0	0	0	0	0	0	0
ENSG00000150261	0	0	0	0	0	0	0	0	0	0
ENSG00000242208	2	0	1	0	0	0	0	2	0	0
ENSG00000172487	0	0	0	0	0	0	0	0	0	0
ENSG00000172199	0	0	0	0	0	0	0	0	0	0
ENSG00000254903	0	0	0	0	0	0	0	0	0	0
ENSG00000255466	0	0	0	0	0	0	0	0	0	0
ENSG00000272987	0	0	0	0	0	0	0	0	0	0
ENSG00000279961	0	0	0	0	0	0	0	0	0	0
ENSG00000230416	0	0	0	0	0	0	0	0	0	0
ENSG00000150269	0	0	0	0	0	0	0	0	0	0
ENSG00000174937	0	0	0	0	0	0	0	0	0	0
ENSG00000254752	0	0	0	0	0	0	0	0	0	0
ENSG00000181371	0	0	0	0	0	0	0	0	0	0
ENSG00000254411	0	0	0	0	0	0	0	0	0	0
ENSG00000254490	0	0	0	0	0	0	0	0	0	0
ENSG00000254660	0	0	0	0	0	0	0	0	0	0
ENSG00000254603	0	0	0	0	0	0	0	0	0	0
ENSG00000185701	0	0	0	0	0	0	0	0	0	0
ENSG00000255223	0	0	0	0	1	0	0	0	0	0
ENSG00000254834	0	0	0	0	0	0	0	0	0	0
ENSG00000166693	0	0	0	0	0	0	0	0	0	0
ENSG00000255012	0	0	0	0	0	0	0	0	0	0
ENSG00000255172	0	0	0	0	0	0	0	0	0	0
ENSG00000197866	0	0	0	0	0	0	0	0	0	0
ENSG00000254795	0	0	0	0	0	0	0	0	0	0
ENSG00000172464	0	0	0	0	0	0	0	0	0	0
ENSG00000172459	0	0	0	0	0	0	0	0	0	0
ENSG00000232511	0	0	0	0	0	0	0	0	0	0
ENSG00000238041	1	2	0	1	1	2	3	3	0	0
ENSG00000174914	0	0	0	0	0	0	0	0	0	0
ENSG00000254953	0	0	0	0	0	0	0	0	0	0
ENSG00000181325	0	0	0	0	0	0	0	0	0	0
ENSG00000172457	0	0	0	0	0	0	0	0	0	0
ENSG00000274770	0	0	0	0	0	0	0	0	0	0
ENSG00000254825	0	0	0	0	0	0	0	0	0	0
ENSG00000181296	0	0	0	0	0	0	0	0	0	0
ENSG00000255485	0	0	0	0	0	0	0	0	0	0
ENSG00000205025	0	0	0	0	0	0	0	0	0	0
ENSG00000241356	0	0	0	0	0	0	0	0	0	0
ENSG00000255433	0	0	0	0	0	0	0	0	0	0
ENSG00000274150	0	0	0	0	0	0	0	0	0	0
ENSG00000181282	0	0	0	0	0	0	0	0	0	0
ENSG00000181273	0	0	0	0	0	0	0	0	0	0
ENSG00000255083	0	0	0	0	0	0	0	0	0	0
ENSG00000273228	0	0	0	0	0	0	0	0	0	0
ENSG00000283307	0	0	0	0	0	0	0	0	0	0
ENSG00000272676	0	0	0	0	0	0	0	0	0	0
ENSG00000273255	0	0	0	0	0	0	0	0	0	0
ENSG00000183908	0	0	0	0	0	0	0	0	0	0
ENSG00000134817	0	0	0	0	0	0	0	1	0	0
ENSG00000149115	1164	540	1622	1392	4727	2736	1889	4408	858	858
ENSG00000254662	5	6	4	10	20	15	7	31	7	17
ENSG00000149136	5736	2108	4443	9542	8836	13192	6187	18490	7215	6988
ENSG00000109991	2	0	0	0	0	0	0	1	0	0
ENSG00000156575	0	0	0	0	0	0	0	0	0	0
ENSG00000186652	0	0	0	0	0	6	0	7	0	1
ENSG00000254979	0	0	0	0	0	5	0	12	0	0
ENSG00000134802	3	0	3	0	0	506	4	3489	0	0
ENSG00000252070	0	0	0	0	0	0	0	0	0	0
ENSG00000222998	0	0	0	0	0	0	0	0	0	0
ENSG00000186907	60	3	123	50	3	404	140	31	53	41
ENSG00000255301	10	0	2	10	0	7	13	29	2	3
ENSG00000149150	398	1	731	817	9	99	850	3077	330	340
ENSG00000265566	6	0	0	10	1	2	1	4	2	4
ENSG00000134809	360	114	222	625	396	368	383	843	489	452
ENSG00000214872	0	0	0	0	0	0	0	0	0	0
ENSG00000156587	125	153	531	84	1021	848	520	105	80	92
ENSG00000240371	0	3	3	3	0	3	4	1	2	0
ENSG00000149131	0	0	0	0	13	59	0	4	0	0
ENSG00000254602	0	0	0	0	0	22	0	0	0	0
ENSG00000208009	0	0	0	0	0	0	0	0	0	0
ENSG00000166793	0	0	31	1	7	4	14	33	0	0
ENSG00000172409	208	80	185	282	369	551	253	544	266	245
ENSG00000156599	2202	1323	1697	2829	7123	4938	2840	8366	1887	1824
ENSG00000156603	125	76	183	138	542	383	249	534	107	97
ENSG00000213593	1315	787	1025	1877	3725	1815	1519	2510	1807	1696
ENSG00000254462	0	0	0	0	0	0	0	0	0	0
ENSG00000213592	0	0	0	0	3	0	0	2	0	0
ENSG00000211450	291	69	258	274	417	497	289	694	186	196
ENSG00000254732	39	4	11	32	27	9	69	18	4	6
ENSG00000233436	0	0	0	0	0	1	0	0	0	0
ENSG00000198561	7362	3780	6475	4970	24087	13392	11668	14951	4103	3948
ENSG00000255303	0	0	0	0	0	0	0	0	0	0
ENSG00000255266	0	0	0	0	0	0	0	0	0	0
ENSG00000180714	0	0	0	0	0	0	0	0	0	0
ENSG00000254749	0	0	0	0	0	0	0	0	0	0
ENSG00000254601	0	0	0	0	0	0	0	0	0	0
ENSG00000186509	0	0	0	0	0	0	0	0	0	0
ENSG00000200817	0	0	0	0	0	0	0	0	0	0
ENSG00000279051	0	0	0	0	0	0	0	0	0	0
ENSG00000236541	0	0	0	0	0	0	0	0	0	0
ENSG00000255146	0	0	0	0	0	0	0	0	0	0
ENSG00000254853	0	0	0	0	0	0	0	0	0	0
ENSG00000255131	0	0	0	0	0	0	0	0	0	0
ENSG00000272685	0	0	0	0	0	0	0	0	0	0
ENSG00000172377	0	0	0	0	0	0	0	0	0	0
ENSG00000186508	0	0	0	0	0	0	0	0	0	0
ENSG00000272569	0	0	0	0	0	0	0	0	0	0
ENSG00000186513	0	0	0	0	0	0	0	0	0	0
ENSG00000197887	0	0	0	0	0	0	0	0	0	0
ENSG00000280204	0	0	0	0	0	0	0	0	0	0
ENSG00000180475	0	0	0	0	0	0	0	0	0	0
ENSG00000254589	0	0	2	0	1	1	1	0	1	1
ENSG00000172772	0	0	0	0	0	0	0	0	0	0
ENSG00000272900	0	0	0	0	0	0	0	0	0	0
ENSG00000255218	0	0	0	0	0	0	0	0	0	0
ENSG00000255431	0	0	0	0	0	0	0	0	0	0
ENSG00000255096	0	0	0	0	0	0	0	0	0	0
ENSG00000255333	0	0	0	0	0	0	0	0	0	0
ENSG00000197786	0	0	0	0	0	0	0	0	0	0
ENSG00000233499	0	0	0	0	0	0	0	0	0	0
ENSG00000273408	0	0	0	0	0	0	0	0	0	0
ENSG00000172769	0	0	0	0	0	0	0	0	0	0
ENSG00000172365	0	0	0	0	0	0	0	0	0	0
ENSG00000172362	0	0	0	0	0	0	0	0	0	0
ENSG00000255299	0	0	0	2	0	0	0	5	0	0
ENSG00000198283	0	0	0	0	0	0	1	0	0	0
ENSG00000110031	83	12	83	44	107	83	165	523	25	14
ENSG00000186660	2494	958	1767	1991	3992	4111	3150	4139	2229	1953
ENSG00000255073	0	0	0	0	0	0	0	0	0	0
ENSG00000269570	6	7	4	0	5	8	5	9	2	1
ENSG00000242689	45	9	26	52	29	39	52	142	25	34
ENSG00000280010	48	5	18	25	14	28	34	88	11	12
ENSG00000149124	0	0	0	0	0	0	0	0	0	0
ENSG00000197254	1	0	0	0	1	2	0	7	0	0
ENSG00000254926	0	0	0	0	0	0	0	0	0	0
ENSG00000255265	0	0	0	0	0	0	0	0	0	0
ENSG00000156689	0	0	0	0	0	0	0	0	0	0
ENSG00000254717	0	0	0	0	0	0	0	0	0	0
ENSG00000166840	0	0	0	0	0	0	0	1	0	0
ENSG00000255523	0	0	0	0	0	0	0	0	0	0
ENSG00000255240	1	1	0	0	4	3	0	0	0	0
ENSG00000254877	0	0	0	0	0	0	0	0	0	0
ENSG00000255189	0	0	0	0	0	0	0	0	0	0
ENSG00000254786	0	0	0	0	0	0	0	0	0	0
ENSG00000254399	0	0	0	0	0	0	0	0	0	0
ENSG00000255151	0	0	0	0	0	0	0	0	0	0
ENSG00000189057	1943	297	897	2072	1437	549	2195	2795	1883	1635
ENSG00000245571	101	12	152	63	106	80	233	118	30	42
ENSG00000255381	4	0	13	6	1	7	8	1	1	2
ENSG00000166801	2756	555	2776	1933	3454	2226	4716	3850	1653	1714
ENSG00000110042	543	514	665	558	3135	465	986	287	379	362
ENSG00000197629	0	0	0	0	0	0	0	0	0	0
ENSG00000263999	0	0	0	0	0	0	0	0	0	0
ENSG00000225802	0	0	0	0	0	0	0	0	0	0
ENSG00000254799	0	0	0	0	0	0	0	0	0	0
ENSG00000214797	0	0	0	0	0	0	0	0	0	0
ENSG00000254704	0	0	0	0	0	0	0	0	0	0
ENSG00000263944	0	0	0	0	0	0	0	0	0	0
ENSG00000235678	0	0	0	0	0	0	0	0	0	0
ENSG00000255386	0	0	0	0	0	0	0	0	0	0
ENSG00000176495	0	0	0	0	0	0	0	0	0	0
ENSG00000198261	0	0	0	0	0	0	0	0	0	0
ENSG00000172324	0	0	0	0	0	0	0	0	0	0
ENSG00000172320	0	0	0	0	0	0	0	0	0	0
ENSG00000166884	0	0	0	0	0	0	0	0	0	0
ENSG00000254466	0	0	0	0	0	0	0	0	0	0
ENSG00000204989	0	0	0	0	0	0	0	0	0	0
ENSG00000176200	0	0	0	0	0	0	0	0	0	0
ENSG00000172742	0	0	0	0	0	0	0	0	0	0
ENSG00000254770	0	0	0	0	0	0	0	0	0	0
ENSG00000255008	3	0	8	0	2	1	10	2	1	1
ENSG00000110048	3345	960	4153	2833	6338	4000	6369	6915	2050	2022
ENSG00000264559	7	2	3	2	4	0	14	6	0	3
ENSG00000255139	7	2	10	14	22	10	29	24	6	4
ENSG00000166889	2673	940	1977	2564	7009	3391	3685	4002	1967	1841
ENSG00000255355	4	0	1	3	18	2	10	5	1	2
ENSG00000223223	7	0	1	0	2	0	6	0	0	0
ENSG00000172289	0	0	0	0	0	0	0	0	0	0
ENSG00000254403	0	0	0	0	1	0	0	0	0	0
ENSG00000254743	0	0	0	0	0	0	4	0	0	0
ENSG00000255538	0	0	1	0	0	0	0	0	0	0
ENSG00000254477	18	13	20	9	157	3	26	6	2	1
ENSG00000166900	1765	1095	1645	1127	10281	1333	3743	1979	771	743
ENSG00000234964	21	3	0	30	3	41	18	10	0	0
ENSG00000166902	1139	355	839	1403	1393	1292	1025	1901	999	901
ENSG00000134812	0	0	0	0	2	0	0	0	0	0
ENSG00000134827	0	6	1	0	38	25	1	0	0	0
ENSG00000270929	0	1	1	0	1	0	3	0	1	0
ENSG00000214788	0	1	0	3	4	0	4	0	0	0
ENSG00000255393	0	0	0	0	0	0	0	0	0	0
ENSG00000149507	0	0	0	0	0	0	0	0	0	0
ENSG00000149516	0	0	0	0	0	0	0	0	1	0
ENSG00000255331	0	0	0	0	0	0	0	0	0	0
ENSG00000149534	0	0	0	0	0	0	1	0	0	0
ENSG00000254952	0	0	0	0	0	0	0	0	0	0
ENSG00000110077	0	0	0	0	0	0	0	0	0	0
ENSG00000214787	0	0	0	0	1	2	0	0	0	0
ENSG00000275344	0	0	0	0	0	0	0	0	0	0
ENSG00000110079	0	0	0	0	0	0	0	0	0	0
ENSG00000166926	0	0	0	0	0	0	0	0	0	0
ENSG00000166927	0	0	0	0	0	0	0	0	0	0
ENSG00000166928	0	0	0	0	0	0	0	0	0	0
ENSG00000166930	0	0	0	0	0	0	0	0	0	0
ENSG00000156738	0	0	0	0	0	0	0	0	0	0
ENSG00000071203	0	0	0	0	0	0	0	0	0	0
ENSG00000204979	0	0	0	0	0	0	0	0	0	0
ENSG00000283601	0	0	0	0	0	0	0	0	0	0
ENSG00000181995	0	0	0	0	0	0	0	0	0	0
ENSG00000166959	1	2	2	0	46	0	1	0	0	0
ENSG00000214782	0	0	0	0	0	0	0	0	0	0
ENSG00000166961	0	3	1	0	23	68	0	0	0	0
ENSG00000172689	0	0	0	0	0	0	0	0	0	0
ENSG00000255845	0	0	0	0	0	0	0	0	0	0
ENSG00000255959	0	1	0	9	3	1	1	1	0	1
ENSG00000256813	0	0	0	2	0	0	1	1	0	0
ENSG00000110104	785	585	359	2120	1807	2571	411	2704	1329	1302
ENSG00000183134	0	0	1	2	1	4	0	6	0	1
ENSG00000149506	0	0	0	0	0	1	0	2	0	0
ENSG00000110107	1649	893	1093	3556	4579	5822	1780	8818	2234	2163
ENSG00000257052	5	0	4	2	2	2	2	4	4	3
ENSG00000256944	1	0	2	0	0	1	3	2	0	1
ENSG00000110108	625	205	397	1167	964	1451	642	2733	871	784
ENSG00000256196	4	0	3	2	0	0	7	3	0	4
ENSG00000006118	527	143	684	963	1166	2226	791	2394	439	472
ENSG00000110446	0	0	1	0	35	1	0	0	0	0
ENSG00000013725	3	3	25	19	60	0	9	31	2	5
ENSG00000207153	0	0	0	0	1	0	0	0	0	0
ENSG00000256733	0	0	0	0	0	0	0	0	0	0
ENSG00000110448	0	0	1	0	0	0	0	5	0	0
ENSG00000167987	327	102	355	405	689	946	474	721	226	228
ENSG00000279549	43	6	8	41	21	25	31	30	9	14
ENSG00000229859	0	0	0	0	0	0	0	0	0	0
ENSG00000229183	0	0	0	0	0	0	0	0	0	0
ENSG00000256220	0	0	0	0	0	0	0	0	0	0
ENSG00000256713	0	0	0	0	0	0	0	0	0	0
ENSG00000167992	49	6	15	94	11	97	80	180	27	41
ENSG00000167986	7122	2141	4415	9743	11922	14333	7432	18421	7378	6999
ENSG00000149476	939	196	1077	1060	1331	2883	1461	3182	571	569
ENSG00000162144	435	142	285	672	999	802	444	1748	375	385
ENSG00000279246	9	1	4	3	7	6	16	22	5	2
ENSG00000149483	433	216	301	846	818	738	499	1002	548	535
ENSG00000187049	131	82	114	244	453	358	193	534	159	146
ENSG00000149532	2117	898	1242	3356	4625	5524	2954	8238	1754	1936
ENSG00000279632	41	12	6	41	40	51	35	64	19	16
ENSG00000256591	117	43	75	139	132	103	183	175	86	93
ENSG00000167985	94	35	94	130	185	169	150	254	120	111
ENSG00000240823	5	0	6	6	7	3	1	6	3	8
ENSG00000162148	16	0	24	14	35	53	50	20	12	7
ENSG00000255931	2	0	0	0	0	0	2	0	0	0
ENSG00000266006	0	0	0	0	0	0	2	0	0	0
ENSG00000204950	33	4	151	11	41	2	116	2	10	15
ENSG00000011347	494	478	1162	309	4837	2523	1254	343	217	189
ENSG00000279878	6	10	12	6	68	44	18	3	3	1
ENSG00000256443	19	29	42	11	237	45	30	17	8	7
ENSG00000250230	7	12	16	3	130	2	14	0	0	2
ENSG00000243742	9	59	40	3	767	34	30	16	2	3
ENSG00000255947	0	0	0	0	0	0	0	0	0	0
ENSG00000134780	184	62	202	259	535	300	249	1529	97	119
ENSG00000124915	1	5	4	0	39	10	5	92	0	0
ENSG00000124920	104	947	436	44	6720	2324	473	9219	37	45
ENSG00000134825	377	129	559	367	736	905	524	1012	508	494
ENSG00000284108	0	0	0	0	0	0	0	0	0	0
ENSG00000168496	1567	474	674	2524	2426	4112	1147	4203	2119	1937
ENSG00000134824	149	562	153	226	5287	729	306	489	126	132
ENSG00000149485	743	1090	419	765	7792	5578	772	4283	593	607
ENSG00000284416	0	0	0	0	0	0	0	0	0	0
ENSG00000221968	277	99	220	372	723	1623	519	1670	183	176
ENSG00000277892	0	0	0	0	0	2	0	3	0	0
ENSG00000167994	73	70	107	135	318	461	161	192	64	61
ENSG00000200898	0	0	0	0	0	0	0	0	0	0
ENSG00000167995	6	76	30	3	152	124	35	207	1	7
ENSG00000167996	12799	29094	8248	20333	117404	73562	23901	81680	6322	6343
ENSG00000279491	34	10	35	29	31	15	56	49	15	16
ENSG00000244176	0	3	0	0	23	5	0	0	1	0
ENSG00000254424	0	0	0	0	0	0	0	0	0	0
ENSG00000255553	0	0	0	0	0	0	0	0	0	0
ENSG00000149503	1233	540	1198	1866	3512	3477	1451	4739	1163	1198
ENSG00000236607	0	0	0	0	0	0	0	0	0	0
ENSG00000168515	0	0	0	0	0	0	0	0	0	0
ENSG00000124939	0	0	0	0	0	0	1	0	0	0
ENSG00000254404	0	0	0	0	0	0	0	0	0	0
ENSG00000124935	0	0	0	0	0	0	0	0	0	0
ENSG00000110484	0	0	0	0	0	0	0	0	0	0
ENSG00000197745	0	0	0	0	0	0	0	0	0	0
ENSG00000255213	0	0	0	0	3	9	0	3	0	0
ENSG00000255118	0	0	0	0	0	0	0	1	0	0
ENSG00000162174	140	69	55	289	283	373	74	383	215	204
ENSG00000254454	3	1	0	6	7	4	4	16	3	6
ENSG00000255126	0	0	0	0	0	0	0	0	0	0
ENSG00000149021	0	0	0	0	0	0	0	0	0	0
ENSG00000255446	4	0	1	2	0	2	1	0	0	0
ENSG00000124942	65075	13403	85659	55571	66478	51642	133485	16111	35020	32614
ENSG00000250659	0	0	0	0	0	0	0	0	0	0
ENSG00000257058	5	0	0	3	0	3	7	0	1	2
ENSG00000254772	0	0	0	0	0	0	0	0	0	0
ENSG00000255508	6	1	6	7	8	17	12	39	9	7
ENSG00000276102	1	1	1	4	1	1	2	1	4	8
ENSG00000149016	95	53	181	179	452	231	176	379	109	96
ENSG00000149480	1933	1143	1221	2951	5516	4292	2029	8294	1766	1908
ENSG00000149499	485	162	519	673	961	2486	796	2217	274	366
ENSG00000254964	0	0	0	0	1	0	2	0	0	0
ENSG00000149489	20	18	31	32	95	57	40	26	12	12
ENSG00000149541	306	88	255	554	751	866	406	1182	224	274
ENSG00000089597	9585	3105	10384	12382	18967	19542	13533	20067	8206	7619
ENSG00000185085	444	147	544	733	1162	1313	632	1242	440	438
ENSG00000255432	0	0	0	0	0	0	0	0	0	0
ENSG00000278615	0	0	2	2	1	0	1	8	2	4
ENSG00000162194	330	25	194	304	198	295	369	494	144	191
ENSG00000214756	79	35	61	155	131	217	70	237	121	132
ENSG00000206597	0	0	0	0	0	0	0	0	0	0
ENSG00000204922	194	147	259	400	697	548	158	632	278	279
ENSG00000162191	806	237	875	957	1280	1284	1181	2471	673	616
ENSG00000177363	26	1	6	23	9	12	35	18	4	5
ENSG00000234857	2	1	3	2	4	5	1	11	2	0
ENSG00000168000	131	22	90	189	123	199	203	297	77	84
ENSG00000162188	0	0	1	2	2	0	1	5	1	2
ENSG00000214753	823	356	916	793	1857	1305	1233	2126	785	845
ENSG00000162222	448	89	586	450	471	526	748	775	342	366
ENSG00000185670	204	58	284	204	450	262	371	289	162	143
ENSG00000168002	685	273	469	1016	1499	1182	604	1876	774	755
ENSG00000267811	2	0	3	0	2	3	4	3	2	1
ENSG00000162227	354	113	233	546	787	545	364	930	265	300
ENSG00000168569	203	114	188	249	707	381	308	639	159	171
ENSG00000269176	30	16	37	30	100	44	36	69	17	21
ENSG00000185475	362	207	469	440	1370	884	629	426	358	332
ENSG00000284535	0	0	0	0	0	0	0	0	0	0
ENSG00000162231	1270	487	721	2017	3032	2002	1800	3493	1300	1302
ENSG00000274066	1	1	0	2	1	0	1	1	0	1
ENSG00000162236	594	200	528	763	1654	1046	925	1214	514	468
ENSG00000269463	10	3	11	6	10	4	28	3	10	2
